N,P,K,pH,EC,OC,B,Zn,Fe,Mn,Cu,S,Crop
78,39,580,7.92,0.16,0.22,1.43,0.127,8.398,2.726,0.946,36,Cotton
38,177,47,7.42,0.18,0.41,1.62,1.332,8.092,3.856,0.946,32,Cotton
113,148,68,7.99,0.08,0.48,0.81,4.03,1.212,4.708,0.946,21,Cotton
210.1,188,252,8.32,0.42,0.38,1.31,1.414,10.55,3.308,0.944,126,Rice
186,61,336,8.62,0.15,0.48,3.78,1.23,7.5,3.069,0.94,96,Rice
185,35,492,8.72,0.38,0.29,1.62,0.6,3.64,12.38,0.94,69,Rice
218,70,570,8.18,0.35,0.29,1.62,0.62,4.65,10.65,0.94,69,Rice
164,34,342,8.09,0.26,0.71,3.51,0.67,2.64,11.65,0.94,64,Rice
205,33,496,7.34,0.11,0.36,1.14,2.42,1.79,20.42,0.94,62,Rice
278,61,426,7.25,0.29,0.32,5.94,0.62,5.8,7.42,0.94,61,Rice
168,48,474,7.15,0.56,0.4,1.08,0.3,3.92,10.61,0.94,58,Rice
159,79,552,8.08,0.47,0.36,1.62,0.61,2.82,8.41,0.94,56,Rice
266,20,444,8.68,0.75,0.45,5.13,0.56,3.95,8.27,0.94,53,Rice
250,59,498,8.51,0.13,0.34,5.67,1.34,5.21,13.28,0.94,48,Rice
198,20,534,7.62,0.24,0.61,5.67,1.09,5.16,8.56,0.94,42,Rice
232,44,636,7.81,0.19,0.58,3.51,0.84,7.52,6.53,0.94,40,Rice
232,22,318,7.43,0.57,0.49,1.08,0.91,4.63,5.75,0.94,40,Rice
198,61,360,7.23,0.12,0.32,5.94,0.62,5.8,7.42,0.94,37,Rice
153,64,390,8.73,0.33,0.61,6.75,0.41,4.96,3.79,0.94,34,Rice
143,20,594,7.69,0.2,0.67,0.8,0.68,6.99,6.28,0.94,32,Rice
236,13,618,8.56,0.45,0.44,1.62,0.48,6.82,8.71,0.94,29,Jawar
267,34,292,7.22,0.15,0.34,3.51,6.28,4.37,6.4,0.94,29,Rice
145,54,252,7.59,0.7,0.34,1.86,1.67,6.99,1.54,0.94,29,Rice
208,20,516,8.11,0.81,0.29,8.64,0.39,5.23,6.17,0.94,27,Rice
149,22,426,7.71,0.81,0.47,2.2,0.18,16.6,31.2,0.94,26,Rice
196,49,606,7.91,0.51,0.61,2.2,0.82,0.65,4.39,0.94,20,Rice
189,46,630,8.8,0.88,0.52,1.89,0.54,3.78,7.88,0.94,19,Rice
152,148,72,7.68,0.63,0.69,1.58,0.22,1.62,4.54,0.94,18,Cotton
219,20,615,8.24,0.54,0.34,1.35,0.72,2.68,7.25,0.94,16,Rice
192,64,312,7.37,0.12,0.69,1.08,0.274,5.93,15.65,0.94,11,Rice
176,37,468,8.47,0.37,0.41,0.81,0.17,6.82,10.61,0.94,11,Rice
136,23,504,7.92,0.88,0.67,1.9,0.13,10.26,3.144,0.937,77,Rice
75,46,287,7.46,0.31,0.33,5.32,1.194,10.88,30.74,0.936,38,Rice
180,61,510,7.8,0.39,0.21,4.05,0.17,3.91,11.5,0.936,34,Cotton
185,26,586,7.37,0.26,0.26,2.78,0.26,6.19,8.62,0.936,24,Jawar
88,59,47,7.42,0.11,0.87,2.7,1.154,8.748,1.768,0.936,24,Cotton
99,44,265,7.14,0.01,0.41,0.68,0.494,0.82,23.38,0.936,22,Cotton
66,42,480,7.45,0.18,0.23,2.56,0.363,6.068,2.934,0.932,56,Cotton
174,61,498,7.76,1.28,0.78,3.78,0.43,3.95,10.73,0.93,72,Cotton
208,16,414,8.5,0.8,0.37,3.51,0.36,3.57,5.24,0.93,64,Jawar
145,44,538,7,0.71,0.26,1.63,2.07,1.466,13.96,0.93,52,Cotton
183,35,502,7.83,0.35,0.71,3.787,0.67,3.72,9.59,0.93,37,Jawar
171,7,25,7.31,0.31,0.71,0.19,0.87,9.75,0.99,0.93,31,Jawar
238,55,576,7.19,0.25,0.44,7.83,0.7,5.16,8.39,0.93,27,Cotton
62.7,41,90,7.67,0.22,0.41,0.7,0.748,9.55,11.68,0.926,184,Cotton
43.9,59,96,8.16,0.3,0.22,0.67,1.266,11.06,7.792,0.926,152,Cotton
100,63,155,7.31,0.41,0.26,5.7,0.608,2.174,11.99,0.924,120,Cotton
146,33,469,7.04,0.08,0.71,2,2.898,2.984,6.666,0.924,81,Jawar
116,33,401,7.5,0.11,0.44,0.86,1.742,3.388,6.908,0.924,67,Jawar
50,89,198,8.2,0.17,0.12,5.95,0.472,15.86,10.12,0.924,51,Cotton
113,63,342,7.77,0.49,0.66,2.45,0.524,1.988,9.708,0.924,48,Cotton
75,12,532,7.39,0.13,0.44,6.84,0.59,9.542,14.85,0.922,19,Cotton
208,42,510,8.04,0.46,0.61,4.86,0.37,2.86,10.64,0.92,64,Cotton
248,24,540,7.03,0.17,0.58,4.32,1.24,4.62,2.91,0.92,58,Jawar
210,25,510,7.19,0.32,0.29,1.72,1.65,2.85,16.95,0.92,57,Jawar
22,18,450,8.11,0.27,0.22,6.75,0.45,9.25,8.4,0.92,56,Cotton
159,47,775,7.58,0.24,0.29,1.07,1.83,0.65,1.93,0.92,52,Cotton
191,35,558,7.94,0.53,0.92,6.75,0.56,4.14,7.19,0.92,48,Jawar
169,39,541,8.46,0.34,0.86,6.22,0.74,5.56,2.44,0.92,46,Jawar
236,16,396,8.19,0.69,0.64,4.05,0.34,4.65,11.3,0.92,45,Jawar
187,37,474,8,0.61,0.59,2.16,0.46,3.45,8.31,0.92,37,Jawar
145,24,748,7.68,0.57,0.34,1.31,5.62,1.33,1.79,0.92,33,Jawar
163,36,372,7.35,0.13,0.69,0.63,0.47,2.67,9.21,0.92,32,Jawar
176,20,570,7.15,0.5,0.21,4.32,0.47,2.54,10.61,0.92,29,Jawar
168,64,492,7.5,0.59,0.61,1.08,0.72,2.5,13.05,0.92,27,Cotton
210,22,492,7.87,0.71,0.64,1.08,0.72,2.2,1.82,0.92,27,Jawar
125,29,596,7.44,0.44,0.39,1.28,0.98,1.84,27.14,0.92,26,Jawar
156,39,242,7.42,0.14,0.32,1.43,1.58,9.64,33.2,0.92,24,Jawar
200,45,400,7.39,0.82,0.7,1.57,0.4,0.09,28.2,0.92,21,Cotton
186,26,600,7.5,0.19,0.8,1.08,0.36,8.13,8.62,0.92,21,Jawar
145,33,415,7.19,0.19,0.42,0.69,0.426,1.772,25.84,0.92,20,Jawar
207,44,486,7.66,0.47,0.41,1.35,1.88,6.15,6.7,0.92,19,Cotton
172,222,184,7.41,0.14,0.86,1.28,0.7,4.28,3.34,0.92,18,Cotton
178,56,216,6.91,0.31,0.18,0.42,0.1,0.31,0.98,0.92,17,Cotton
159,61,372,7.64,0.278,0.22,1.08,0.31,3.2,9.36,0.92,13,Cotton
193,64,630,8.6,0.82,0.51,4.32,5.86,4.82,4.56,0.92,13,Cotton
138,151,354,8.07,0.23,0.41,4.94,0.64,3.262,7.36,0.918,95,Cotton
113,15,180,7.48,0.51,0.39,1.75,0.44,19.72,12.2,0.918,51,Jawar
125,4,270,7.87,0.29,0.39,2.66,1.294,5.546,3.93,0.916,26,Jawar
176,7,183,8.12,0.61,0.38,6.46,1.366,5.796,3.728,0.916,9,Jawar
127,106,466,7.86,0.86,0.47,1.33,0.117,11.19,2.934,0.914,106,Cotton
25,62,95,7.69,0.16,0.87,1.08,1.448,4.16,1.534,0.914,77,Cotton
100,35,560,7.34,0.76,0.52,11.15,0.116,10.96,3.155,0.914,74,Cotton
126,62,140,8.12,0.76,0.77,7.019,0.102,11.19,2.934,0.914,45,Cotton
74,64,602,7.31,0.76,0.47,13.3,0.36,10.96,2.726,0.914,42,Cotton
75,126,74,7.9,0.39,0.78,1.62,1.136,8.528,5.112,0.912,26,Cotton
125,59,68,7.37,0.11,0.59,2.16,2.141,1.292,1.556,0.912,21,Cotton
189,37,474,8.31,0.18,0.41,4.32,0.62,2.86,0.74,0.91,88,Jawar
100,266,216,8.2,0.24,0.62,0.99,0.32,1.97,7.08,0.91,73,Cotton
158,29,166,7.46,0.27,0.29,0.16,3.41,2.14,2.18,0.91,72,Jawar
193,22,330,8.18,0.51,0.19,6.75,0.24,6.82,10.2,0.91,61,Jawar
186,13,504,8.14,0.24,0.85,6.121,0.26,2.87,16.34,0.91,56,Jawar
163,13,504,8.14,0.35,0.21,6.121,0.37,3.94,6.59,0.91,56,Jawar
163,17,438,8.14,0.35,0.21,6.121,0.37,3.94,6.59,0.91,56,Jawar
163,17,438,8.1,0.35,0.21,2.26,0.37,3.94,6.59,0.91,56,Jawar
163,17,438,8.1,0.24,0.21,2.26,0.37,3.94,6.59,0.91,56,Jawar
186,13,504,8.1,0.35,0.21,2.26,0.26,3.94,6.59,0.91,56,Jawar
163,17,504,8.1,0.35,0.85,2.26,0.26,3.31,6.59,0.91,56,Jawar
186,13,438,8.14,0.35,0.85,6.121,0.37,2.87,6.59,0.91,56,Jawar
186,13,504,8.14,0.24,0.85,6.121,0.26,2.87,6.59,0.91,56,Jawar
256,247,280,7.62,0.118,0.61,0.96,0.43,2.76,3.87,0.91,56,Cotton
159,42,498,8.15,0.32,0.45,4.32,4.05,1.46,0.79,0.91,56,Cotton
107,58,336,7.87,0.11,0.67,0.94,0.67,4.89,6.91,0.91,55,Cotton
175,180,254,7.52,0.15,0.6,0.64,0.21,4.51,4.82,0.91,55,Cotton
78,29,118,7.34,0.66,0.45,0.11,0.96,3.06,0.78,0.91,54,Cotton
195,37,522,7.95,0.33,0.39,4.59,0.75,8.86,7.18,0.91,50,Jawar
184,42,570,8.25,0.59,0.24,6.21,0.92,2.01,4.46,0.91,50,Cotton
175,42,372,7.98,0.23,0.42,4.32,0.18,1.64,7.83,0.91,48,Cotton
260,57,360,8.44,0.4,0.49,2.16,0.97,5.99,2.79,0.91,48,Cotton
149,24,516,7.7,0.8,0.27,7.02,0.22,4.21,11.52,0.91,46,Jawar
193,35,354,7.3,0.19,0.6,2.43,0.78,4.2,2.19,0.91,45,Jawar
116,29,252,8.21,0.36,0.5,2.7,1.03,6.15,1.28,0.91,45,Jawar
167,26,582,8.04,0.18,0.51,2.97,0.46,3.86,8.86,0.91,42,Jawar
138,27,637,8.01,0.38,0.51,1.48,0.518,10.03,6.112,0.91,42,Jawar
186,13,504,8.14,0.24,0.85,2.26,0.37,3.94,6.59,0.91,40,Jawar
163,17,504,8.1,0.24,0.85,2.26,0.37,3.94,6.59,0.91,40,Jawar
186,13,504,8.1,0.24,0.85,2.26,0.37,3.94,6.59,0.91,40,Jawar
186,13,438,8.1,0.35,0.21,2.26,0.37,3.94,6.59,0.91,40,Jawar
163,17,504,8.1,0.24,0.21,2.26,0.37,3.94,6.59,0.91,40,Jawar
163,17,438,8.1,0.35,0.21,6.121,0.26,3.94,6.59,0.91,40,Jawar
163,17,438,8.1,0.24,0.21,2.26,0.26,3.94,6.59,0.91,40,Jawar
163,17,438,8.1,0.35,0.21,2.26,0.37,1.86,6.59,0.91,40,Jawar
239,18,492,7.92,0.85,0.19,6.75,0.51,4.91,8.34,0.91,37,Jawar
261,21,451,8.49,0.92,0.56,2.18,0.28,7.81,7.96,0.91,32,Jawar
241,72,630,8.19,0.2,0.28,3.78,0.56,3.94,7.25,0.91,29,Cotton
236,57,474,8.6,0.85,0.67,5.94,0.08,2.04,6.29,0.91,29,Cotton
168,31,480,9.17,0.42,0.82,7.83,0.78,5.61,4.68,0.91,29,Jawar
143,64,438,8.22,0.2,0.24,7.29,0.42,3.82,5.68,0.91,27,Cotton
148,61,396,8.41,0.26,0.62,3.78,0.48,3.27,3.82,0.91,27,Cotton
152,45,444,8.19,0.2,0.22,0.81,0.24,4.3,2.26,0.91,27,Cotton
269,55,396,7.41,0.35,0.28,0.81,0.21,3.81,1.53,0.91,27,Cotton
196,69,299,8.43,0.43,0.48,2,1.68,2.07,12.84,0.91,24,Cotton
184,18,365,8.63,0.61,0.24,3.78,0.28,3.17,4.68,0.91,24,Jawar
193,18,282,7.49,0.78,0.79,3.51,0.41,6.28,9.26,0.91,21,Jawar
147,55,582,8.11,0.95,0.92,6.48,0.85,2.75,11.28,0.91,19,Cotton
218,35,294,8.94,0.48,0.61,4.59,0.51,3.68,8.14,0.91,19,Jawar
121,22,286,7.36,0.81,0.44,0.68,1.04,1.73,19.81,0.91,15,Jawar
151,81,494,7.62,0.39,0.41,3.42,0.786,7.46,34.38,0.906,38,Cotton
238,15,137,6.51,0.52,0.27,1.9,0.714,6.948,8.136,0.906,23,Jawar
151,85,774,8.06,0.48,0.57,11.78,0.662,11.56,16.43,0.904,76,Cotton
125,12,525,7.42,0.51,0.36,11.02,1.314,8.88,25.42,0.904,49,Jawar
113,4,508,7.38,0.46,0.81,3.8,1.27,6.194,31.28,0.904,8,Jawar
125,7,116,7.66,0.34,0.42,4.65,0.738,5.57,17.12,0.902,48,Jawar
199,62,286,8.07,0.52,0.34,0.69,2.07,0.71,0.89,0.9,67,Cotton
156,59,510,8.34,0.15,0.91,4.59,1.92,5.61,5.62,0.9,61,Cotton
178,184,264,7.51,0.2,0.65,0.64,0.2,4.51,4.83,0.9,60,Cotton
213,231,280,9.02,0.33,0.65,0.64,0.63,7.72,4,0.9,56,Cotton
248,53,582,8.21,0.27,0.36,2.16,0.86,0.46,3.73,0.9,56,Cotton
25,4,511,7.29,0.18,0.15,7.98,1.686,1.252,1.348,0.9,53,Cotton
224,20,612,8.3,0.24,0.61,2.16,0.98,1.02,25.34,0.9,42,Jawar
97,128,256,8.73,0.37,0.75,1.15,1.13,8.09,4.22,0.9,42,Cotton
186,28,462,7.8,0.6,0.29,3.78,0.19,3.51,9.62,0.9,40,Jawar
159,31,414,8.21,0.39,0.08,0.94,0.74,2.51,3.12,0.9,39,Jawar
163,26,468,7.7,0.57,0.97,5.94,0.51,3.74,9.76,0.9,34,Jawar
124,22,340,8.16,0.28,0.35,0.67,0.93,1.44,12.42,0.9,29,Jawar
201,7,252,7.74,0.45,0.72,0.894,0.76,0.94,7.56,0.9,29,Jawar
219,27,200,7.44,0.1,0.62,1.47,0.15,4.84,7.79,0.9,28,Jawar
176,40,114,8.26,0.29,0.69,2.2,0.74,0.28,8.55,0.9,26,Cotton
211,49,240,8.02,0.16,0.41,1.89,0.35,4.37,4.64,0.9,20,Cotton
11,19,637,7.56,0.46,0.53,2.28,0.776,8.398,4.358,0.9,19,Cotton
185,45,378,8.32,0.46,0.56,0.63,0.84,4.72,0.84,0.9,18,Cotton
195,15,340,7.74,0.21,0.5,0.62,0.78,3.14,7.68,0.9,17,Jawar
151,25,347,7.62,0.72,0.46,0.58,1.06,0.64,23,0.9,16,Jawar
171,72,102,8.11,0.19,0.74,1.58,0.74,1.58,7.03,0.9,12,Cotton
49,116,208,7.8,0.11,0.35,1.82,1.03,2.77,3.83,0.9,7,Cotton
18.8,84,108,7.74,0.33,0.48,0.9,0.918,9.146,6.06,0.898,112,Cotton
172,15,392,7.87,0.39,0.81,5.67,1.48,3.18,8.67,0.896,42,Jawar
50,109,81,7.35,0.19,0.23,1.35,0.952,7.874,10.54,0.896,37,Cotton
241,39,540,7.98,0.51,0.31,5.94,5.67,1.21,1.8,0.896,37,Jawar
125,118,101,8,0.16,0.48,1.204,2.24,9.62,37.28,0.896,11,Cotton
100,31,476,8,0.3,0.36,4.56,0.214,3.922,10.29,0.894,83,Cotton
88,35,546,7.24,0.93,0.23,3.8,1.22,3.992,15.96,0.894,4,Cotton
50,50,88,7,0.19,0.87,0.89,1.364,1.728,0.13,0.893,34,Cotton
138,15,549,7.56,0.27,0.45,2.1,0.37,4.294,70.58,0.892,26,Jawar
273,26,571,7.98,0.56,0.574,5.41,0.26,3.62,3.79,0.89,58,Jawar
191,44,448,7.38,0.24,0.43,4.59,0.58,3.81,9.08,0.89,48,Cotton
148,38,458,8.76,0.46,0.74,2.78,0.5,5.72,9.68,0.89,45,Jawar
205,56,408,7.62,0.39,0.16,5.13,0.53,2.11,4.7,0.89,45,Cotton
152,42,450,8.53,1.01,0.11,1.89,0.3,3.76,9.82,0.89,37,Cotton
174,59,384,8.07,0.86,0.39,5.13,0.29,2.68,8.19,0.89,37,Cotton
189,49,498,7.48,0.38,0.27,0.94,0.74,2.39,2.55,0.89,30,Cotton
155,58,490,7.26,0.26,0.28,0.57,0.62,4.63,8.42,0.89,29,Cotton
236,61,714,7.23,0.18,0.35,1.62,1.24,0.65,8.39,0.89,29,Cotton
234,48,570,8.3,1.36,0.63,4.05,1.56,3.25,6.46,0.89,29,Cotton
196,24,780,7.21,0.12,0.73,3.51,1.56,5.46,1.18,0.89,29,Jawar
168,55,516,8.35,0.17,0.86,1.35,1.42,4.55,4.02,0.89,24,Cotton
203,38,256,8.13,0.17,0.32,0.48,0.37,0.32,0.71,0.89,20,Jawar
159,78,296,6.1,0.27,0.38,0.38,0.99,3.036,2.108,0.89,17,Cotton
113,4,173,8.13,0.38,0.38,2.66,0.578,7.5,4.032,0.886,208,Jawar
176,26,263,7.46,0.46,0.38,1.9,1.114,12.21,3.896,0.886,188,Jawar
63,18,226,8.46,0.46,0.32,1.9,0.602,6.348,4.1,0.886,114,Cotton
389,216,642,8.17,0.28,0.26,0.602,0.768,3.224,3.8,0.886,64,Cotton
113,4,539,8.42,0.34,0.78,6.87,0.632,6.768,3.06,0.882,4,Jawar
102,20,539,8.3,1.5,0.91,0.44,0.61,13.73,4.6,0.88,70,Jawar
192,35,642,7.44,1.65,0.14,4.32,0.54,2.49,1.47,0.88,48,Jawar
184,54,432,7.73,0.1,0.42,2.2,0.14,1.62,3.83,0.88,40,Cotton
225,159,104,8.49,0.44,0.66,0.64,0.9,7.11,1.31,0.88,36,Cotton
213,26,540,8.36,0.59,0.59,1.62,0.54,3.65,5.28,0.88,27,Jawar
283,46,442,8.2,0.41,0.55,0.84,0.88,85.32,12.1,0.88,19,Cotton
97.2,69,54,7.28,0.48,0.84,0.58,0.846,13.39,4.858,0.878,186,Cotton
50,55,720,8.43,0.11,0.3,1.75,0.654,9.808,9.596,0.878,77,Cotton
125,124,61,7.43,0.26,0.26,1.35,1.136,7.436,3.962,0.878,52,Cotton
88,85,68,7.42,0.19,0.33,1.89,1.324,7.764,4.346,0.878,6,Cotton
163,31,102,8.12,0.35,0.44,4.56,0.916,5.064,7.766,0.876,76,Jawar
167,54,557,8.22,0.46,0.78,5.26,0.48,4.29,8.82,0.876,54,Cotton
153,46,480,8.36,0.48,0.71,2.7,0.43,3.15,12.61,0.876,32,Cotton
121,36,408,7.62,0.15,0.3,0.86,0.252,0.616,23.76,0.874,62,Jawar
226,68,326,8.41,0.41,0.3,0.75,0.864,6.754,54.54,0.874,9,Cotton
220,31,350,7.57,0.29,0.49,7.02,0.86,4.65,10.2,0.873,58,Jawar
127,24,471,7.4,0.69,1.336,0.7,0.006,0.091,2.134,0.872,136,Jawar
176,66,77,7.92,0.29,0.63,1.9,0.066,7.652,2.52,0.872,60,Cotton
18,106,336,7.7,0.27,0.71,0.51,1.85,5.324,11.4,0.87,212,Cotton
159,31,208,7.69,0.11,0.44,0.93,1.65,1.08,2.48,0.87,78,Jawar
150,169,280,7.79,0.24,0.6,1.18,0.72,0.34,18.13,0.87,71,Cotton
213,100,248,8.1,0.41,0.5,1.18,2.4,4.15,11.1,0.87,69,Cotton
103,159,145,7.2,0.35,0.98,0.51,0.584,3.862,9.942,0.87,68,Cotton
208,26,582,8.49,1.17,0.15,8.37,0.43,3.26,9.16,0.87,58,Jawar
141,15,381,7.39,0.48,0.32,0.94,2.14,1.24,12.1,0.87,57,Jawar
194,83,582,7.95,0.81,0.36,0.81,3.78,2.88,27.32,0.87,48,Cotton
278,55,516,7.63,0.44,0.58,2.7,1.37,0.71,6.36,0.87,48,Cotton
131,40,700,7.15,0.27,0.34,0.83,1.5,2.53,11.69,0.87,43,Cotton
131,40,700,8.06,0.09,0.54,0.59,2.04,0.76,9.73,0.87,38,Cotton
194,37,678,8.18,0.55,0.41,0.81,2.26,0.46,19.52,0.87,37,Jawar
245,18,492,7.63,0.53,0.47,2.97,0.2,2.74,11.54,0.87,37,Jawar
152,24,300,7.15,0.33,0.38,1.08,1.29,2.841,19.59,0.87,34,Jawar
184,18,496,7.46,0.38,0.29,0.74,1.1,1.24,14.03,0.87,33,Jawar
156,22,646,7.41,0.11,0.34,0.64,1.32,1.52,11.9,0.87,33,Jawar
131,31,328,8.07,0.23,0.61,0.77,0.53,4.15,4.4,0.87,33,Jawar
197,31,282,7.77,0.26,0.38,7.56,0.95,3.15,7.39,0.87,29,Jawar
150,25,280,7.22,0.62,0.89,0.8,1.98,5.32,2.23,0.87,21,Jawar
109,9,472,7.18,0.96,0.68,0.86,2.34,2.84,2.68,0.87,20,Jawar
229,22,326,7.42,0.81,0.36,0.68,0.95,3.45,22.88,0.87,19,Jawar
113,31,693,7.51,0.36,0.36,7.98,1.504,9.648,15.46,0.87,15,Jawar
163,16,352,7.42,0.56,0.43,0.67,4.184,3.862,4.547,0.87,15,Jawar
65,100,352,8.48,0.2,0.77,0.58,0.66,7.07,10.2,0.87,14,Cotton
114,73,530,7.63,0.12,0.61,0.77,2.17,2.8,1.3,0.87,14,Cotton
18.8,31,127,7.25,0.26,0.23,0.7,3.726,12.04,5.636,0.868,132,Cotton
53,54,470,7.16,0.26,0.13,5.32,0.563,2.576,7.036,0.868,34,Cotton
38,132,74,7.72,0.18,0.06,1.89,1.626,12.24,2.194,0.862,29,Cotton
138,57,264,8.51,0.23,0.35,0.516,0.994,4.528,2.278,0.86,111,Cotton
183,53,432,8.5,1.03,0.35,0.81,0.52,5.82,7.52,0.86,90,Cotton
196,24,552,7.94,0.17,0.81,4.86,0.48,3.45,0.74,0.86,85,Jawar
178,9,414,8.92,0.19,0.81,4.86,0.29,3.45,0.74,0.86,84,Jawar
140,107,156,7.68,0.56,0.49,0.51,4.16,5.13,0.91,0.86,68,Cotton
198,24,606,9.07,0.13,0.51,3.51,0.74,5.89,4.42,0.86,61,Jawar
156,24,492,8.55,0.72,0.43,1.35,0.81,2.78,3.28,0.86,61,Jawar
203,15,318,7.93,0.14,0.45,5.4,0.82,2.78,6.76,0.86,58,Jawar
163,26,474,7.99,0.35,0.49,1.89,0.2,3.996,5.87,0.86,58,Jawar
182,20,540,7.42,0.32,0.54,4.59,3.78,3.78,9.89,0.86,56,Jawar
163,17,438,8.1,0.35,0.21,6.121,0.37,3.94,6.59,0.86,56,Jawar
163,17,504,8.1,0.35,0.85,2.26,0.37,3.94,6.59,0.86,56,Jawar
186,13,504,8.14,0.24,0.85,2.26,0.37,3.94,6.59,0.86,56,Jawar
163,17,438,8.14,0.35,0.21,2.26,0.37,3.94,6.59,0.86,56,Jawar
163,13,438,8.1,0.35,0.21,2.26,0.37,3.94,6.59,0.86,56,Jawar
186,13,504,8.14,0.24,0.85,6.121,0.26,3.94,6.59,0.86,56,Jawar
163,17,438,8.1,0.35,0.21,2.26,0.26,3.94,6.59,0.86,56,Jawar
163,17,438,8.1,0.35,0.21,6.121,0.37,3.31,6.59,0.86,56,Jawar
186,13,438,8.1,0.24,0.85,6.121,0.26,3.31,6.59,0.86,56,Jawar
239,37,474,8.37,0.33,0.87,6.98,0.37,4.3,6.32,0.86,56,Jawar
209,22,504,8.59,0.91,0.37,2.43,0.54,2.63,7.45,0.86,51,Jawar
160,22,654,7.93,0.36,0.45,1.62,0.82,2.78,6.76,0.86,51,Jawar
188,22,654,7.88,0.33,0.43,4.32,0.78,5.17,10.17,0.86,50,Jawar
212,96,468,8.31,0.18,0.81,6.21,0.52,3.62,3.78,0.86,48,Cotton
178,9,552,8.31,0.21,0.29,4.86,0.38,3.62,2.18,0.86,48,Jawar
196,49,391,8.68,0.96,0.39,5.68,0.98,6.58,1.56,0.86,46,Cotton
218,50,529,8.36,0.29,0.31,5.68,0.69,10.06,7.9,0.86,41,Cotton
163,17,438,8.1,0.35,0.85,2.26,0.37,3.94,16.34,0.86,40,Jawar
186,17,438,8.1,0.35,0.21,2.26,0.37,3.94,16.34,0.86,40,Jawar
186,13,504,8.14,0.24,0.21,2.26,0.26,3.94,16.34,0.86,40,Jawar
244,34,498,7.87,0.27,0.2,5.67,0.59,7.67,9.66,0.86,40,Jawar
163,17,438,8.14,0.35,0.21,6.121,0.37,3.94,6.59,0.86,40,Jawar
186,17,438,8.1,0.24,0.21,6.121,0.37,3.94,6.59,0.86,40,Jawar
163,13,438,8.14,0.35,0.85,2.26,0.37,3.94,6.59,0.86,40,Jawar
163,17,438,8.1,0.35,0.85,2.26,0.37,3.94,6.59,0.86,40,Jawar
186,13,438,8.1,0.35,0.85,2.26,0.37,3.94,6.59,0.86,40,Jawar
163,17,504,8.14,0.24,0.21,2.26,0.37,3.94,6.59,0.86,40,Jawar
186,17,438,8.14,0.24,0.21,2.26,0.37,3.94,6.59,0.86,40,Jawar
163,17,438,8.1,0.35,0.85,2.26,0.26,3.94,6.59,0.86,40,Jawar
163,17,438,8.1,0.35,0.21,2.26,0.26,3.94,6.59,0.86,40,Jawar
186,17,504,8.1,0.35,0.21,2.26,0.37,2.87,6.59,0.86,40,Jawar
163,17,438,8.1,0.35,0.21,6.121,0.26,2.87,6.59,0.86,40,Jawar
189,31,468,8.22,0.49,0.51,5.94,0.37,5.94,8.76,0.86,37,Jawar
262,28,312,7.78,0.29,0.45,3.51,1.91,0.82,5.45,0.86,37,Jawar
178,7,414,8.01,0.17,0.15,4.86,0.65,3.62,0.74,0.86,37,Jawar
213,44,474,8.59,0.19,0.34,2.43,1.84,5.8,10.61,0.86,34,Cotton
208,68,408,6.41,0.12,0.27,1.89,0.34,5.26,9.68,0.86,34,Cotton
183,46,636,7.19,0.63,0.82,5.67,1.24,3.18,5.88,0.86,34,Cotton
193,46,354,8.23,0.26,0.42,4.59,0.62,3.95,5.17,0.86,34,Cotton
255,46,462,7.92,0.71,0.71,1.03,0.43,3.15,9.32,0.86,32,Cotton
156,39,462,8.44,0.42,0.53,0.81,1.44,5.61,3.99,0.86,32,Jawar
220,64,674,7.66,0.26,0.61,4.32,3.51,1.21,25.34,0.86,29,Cotton
208,46,462,7.39,0.38,0.71,8.37,0.38,4.32,7.26,0.86,27,Cotton
145,35,299,7.39,0.81,0.29,2,1.79,2.3,17.83,0.86,26,Jawar
289,64,428,7.82,0.25,0.24,5.29,1.36,4.3,9.72,0.86,24,Cotton
217,64,594,7.99,0.29,0.29,4.09,0.82,1.39,9.09,0.86,24,Cotton
190,80,367,7.5,0.47,0.45,0.86,0.72,9.84,8.51,0.86,24,Cotton
135,48,300,7.64,0.79,0.61,0.86,1.23,0,20.68,0.86,21,Cotton
234,48,564,7.58,0.38,0.15,2.16,4.32,3.81,3.12,0.86,21,Cotton
124,60,299,7.72,0.72,0.44,1.14,1.16,0.93,2.35,0.86,21,Cotton
163,36,456,7.66,0.21,0.49,0.63,0.02,0.65,4.56,0.86,20,Jawar
121,20,460,7.42,0.16,0.42,2,0.51,1.84,26.18,0.86,19,Jawar
145,22,388,7.36,0.11,0.4,0.39,0.88,3.38,13.07,0.86,19,Jawar
186,24,438,7.94,0.21,0.29,3.78,0.38,2.86,5.26,0.86,19,Jawar
224,64,468,7.49,0.35,0.93,1.62,0.44,3.25,4.02,0.86,19,Cotton
181,46,260,7.12,0.01,0.46,0.86,1.24,4.14,27.24,0.86,18,Cotton
278,59,690,8.34,0.72,0.28,3.78,0.32,1.879,2.87,0.86,16,Cotton
128.6,259,144,7.44,0.21,0.19,2.53,1.13,8.884,11.55,0.858,191,Cotton
113,52,166,7.14,0.38,0.36,0.76,1.26,6.848,3.524,0.858,66,Cotton
50,30,166,7.96,0.46,0.56,10.64,1.326,6.798,4.574,0.858,31,Cotton
75,111,68,8,0.19,0.32,3.51,1.298,10.17,3.216,0.856,28,Cotton
113,69,123,7.29,0.52,0.33,13.3,1.204,8.036,34.76,0.854,121,Cotton
